iso_693_3,language_name,asr,tts,lid
mpp,Migabac,✔️,✔️,✔️
mpq,Matís,,,✔️
mpr,Vangunu,,,✔️
mps,Dadibi,,,✔️
mpt,Mian,,,✔️
mpx,Misima-Panaeati,✔️,✔️,✔️
mqb,Mbuko,✔️,✔️,✔️
mqf,Momuna,✔️,✔️,✔️
mqg,"Malay, Kota Bangun Kutai",,,✔️
mqh,"Mixtec, Tlazoyaltepec",,,✔️
mqj,Mamasa,✔️,✔️,✔️
mql,Mbelime,,,✔️
mqn,Moronene,✔️,✔️,✔️
mqu,Mandari,,,✔️
mqx,Mamuju,,,✔️
mqz,Pano,,,✔️
mrd,"Magar, Western",,,✔️
mrf,Elseng,,,✔️
mrg,Mising,,,✔️
mrh,"Chin, Mara",,,✔️
mri,Maori,✔️,,✔️
mrj,"Mari, Hill",,,✔️
mrm,Mwerlap,,,✔️
mrn,Cheke Holo,,,✔️
mro,Mru,,,✔️
mrp,Morouas,,,✔️
mrq,"Marquesan, North",,,✔️
mrr,Maria,,,✔️
mrt,Marghi Central,,,✔️
mrw,Maranao,✔️,✔️,✔️
mrz,Marind,,,✔️
msc,"Maninka, Sankaran",,,✔️
mse,Musey,,,✔️
msg,Moraid,,,✔️
msi,"Malay, Sabah",,,✔️
msk,Mansaka,,,✔️
msl,Molof,,,✔️
msm,"Manobo, Agusan",,,✔️
msn,Vurës,,,✔️
msw,Mansoanka,,,✔️
msy,Aruamu,✔️,✔️,✔️
mta,"Manobo, Cotabato",,,✔️
mtb,Anyin Morofo,,,✔️
mtd,Mualang,✔️,✔️,✔️
mte,Mono,,,✔️
mtf,Murik,,,✔️
mtg,Una,,,✔️
mti,Maiwa,,,✔️
mtj,Moskona,✔️,✔️,✔️
mtk,Mbo’,,,✔️
mtl,Tehl,,,✔️
mto,"Mixe, Totontepec",✔️,✔️,✔️
mtp,Weenhayek,,,✔️
mtq,Muong,,,✔️
mtr,Mewari,,,✔️
mtt,Mota,,,✔️
mtu,"Mixtec, Tututepec",,,✔️
mua,Mundang,,,✔️
mug,Musgu,,,✔️
muh,Mündü,✔️,✔️,✔️
mui,Musi,,,✔️
muk,Mugom,,,✔️
mum,Maiwala,,,✔️
muo,Mubako,,,✔️
mup,Malvi,✔️,✔️,✔️
mur,Murle,✔️,✔️,✔️
mus,Muskogee,,,✔️
mut,"Muria, Western",,,✔️
muv,Muthuvan,✔️,✔️,✔️
muy,Muyang,✔️,✔️,✔️
muz,Mursi,,,✔️
mve,Marwari,,,✔️
mvg,"Mixtec, Yucuañe",,,✔️
mvn,Minaveha,,,✔️
mvo,Marovo,,,✔️
mvp,Duri,✔️,✔️,✔️
mvv,"Murut, Tahol",,,✔️
mvz,Mesqan,,,✔️
mwa,Mwatebu,,,✔️
mwc,Are,,,✔️
mwe,Mwera,,,✔️
mwf,Murrinh-Patha,,,✔️
mwg,Aiklep,,,✔️
mwm,Sar,,,✔️
mwn,Nyamwanga,,,✔️
mwp,Kala Lagaw Ya,,,✔️
mwq,"Chin, Müün",✔️,✔️,✔️
mwt,Moken,,,✔️
mwv,Mentawai,✔️,✔️,✔️
mww,Hmong Daw,,,✔️
mxa,"Mixtec, Northwest Oaxaca",,,✔️
mxb,"Mixtec, Tezoatlán",✔️,✔️,✔️
mxd,Modang,,,✔️
mxe,Mele-Fila,,,✔️
mxh,Mvuba,,,✔️
mxj,Miju-Mishmi,,,✔️
mxl,"Gbe, Maxi",,,✔️
mxm,Meramera,,,✔️
mxn,Moi,,,✔️
mxp,"Mixe, Tlahuitoltepec",,,✔️
mxq,"Mixe, Juquila",✔️,✔️,✔️
mxs,"Mixtec, Huitepec",,,✔️
mxt,"Mixtec, Jamiltepec",✔️,✔️,✔️
mxu,Mada,,,✔️
mxv,"Mixtec, Metlatónoc",✔️,✔️,✔️
mxx,Mahou,,,✔️
mxy,"Mixtec, Southeastern Nochixtlán",,,✔️
mya,Burmese,✔️,✔️,✔️
myb,Mbay,✔️,✔️,✔️
mye,Myene,,,✔️
myk,"Sénoufo, Mamara",✔️,✔️,✔️
myl,Moma,✔️,✔️,✔️
mym,Me’en,,,✔️
myp,Pirahã,,,✔️
myu,Mundurukú,,,✔️
myv,Erzya,✔️,✔️,✔️
myw,Muyuw,,,✔️
myx,Masaaba,✔️,✔️,✔️
myy,Macuna,✔️,✔️,✔️
mza,"Mixtec, Santa María Zacatepec",✔️,✔️,✔️
mzb,Tumzabt,,,✔️
mzi,"Mazatec, Ixcatlán",✔️,✔️,✔️
mzj,Manya,✔️,✔️,✔️
mzk,"Mambila, Nigeria",✔️,✔️,✔️
mzl,"Mixe, Mazatlán",,,✔️
mzm,Mumuye,✔️,✔️,✔️
mzn,Mazandarani,,,✔️
mzp,Movima,,,✔️
mzq,Mori Atas,,,✔️
mzr,Marubo,,,✔️
mzv,Mandja,,,✔️
mzw,Deg,✔️,✔️,✔️
mzz,Maiadomu,,,✔️
nab,"Nambikuára, Southern",✔️,✔️,✔️
nac,Narak,,,✔️
nag,Nagamese,✔️,✔️,✔️
naj,Nalu,,,✔️
nak,Nakanai,,,✔️
nal,Nalik,,,✔️
nan,"Chinese, Min Nan",✔️,✔️,✔️
nao,Naaba,,,✔️
nap,Napoletano-Calabrese,,,✔️
naq,Khoekhoe,,,✔️
nar,Iguta,,,✔️
nas,Naasioi,✔️,✔️,✔️
nat,Cahungwarya,,,✔️
nau,Nauruan,,,✔️
nav,Navajo,,,✔️
naw,Nawuri,✔️,✔️,✔️
nba,Nyemba,,,✔️
nbb,Ndoe,,,✔️
nbc,"Naga, Chang",,,✔️
nbe,"Naga, Konyak",,,✔️
nbh,Ngamo,,,✔️
nbi,"Naga, Mao",,,✔️
nbl,Ndebele,,,✔️
nbm,Ngbaka Ma’bo,,,✔️
nbn,Kuri,,,✔️
nbp,Nnam,,,✔️
nbq,Nggem,,,✔️
nbr,Numana,,,✔️
nbu,"Naga, Rongmei",,,✔️
nbv,Ngamambo,,,✔️
nbw,"Ngbandi, Southern",,,✔️
nca,Iyo,✔️,✔️,✔️
ncb,"Nicobarese, Central",,,✔️
nce,Yale,,,✔️
ncf,Notsi,,,✔️
ncg,Nisga’a,,,✔️
nch,"Nahuatl, Central Huasteca",✔️,✔️,✔️
ncj,"Nahuatl, Northern Puebla",✔️,✔️,✔️
ncl,"Nahuatl, Michoacán",✔️,✔️,✔️
ncm,Nambo,,,✔️
nco,Sibe,,,✔️
ncq,"Katang, Northern",,,✔️
ncr,Nchane,,,✔️
ncu,Chumburung,✔️,✔️,✔️
ndb,Kenswei Nsei,,,✔️
ndc,Ndau,,,✔️
ndd,Nde-Nsele-Nta,,,✔️
nde,Ndebele,,,✔️
ndh,Ndali,,,✔️
ndi,Samba Leko,,,✔️
ndj,Ndamba,✔️,✔️,✔️
ndm,Ndam,,,✔️
ndo,Ndonga,,,✔️
ndp,Kebu,✔️,✔️,✔️
ndr,Ndoola,,,✔️
nds,"Saxon, Low",,,✔️
ndu,Dugun,,,✔️
ndv,Ndut,✔️,✔️,✔️
ndx,Nduga,,,✔️
ndy,Lutos,✔️,✔️,✔️
ndz,Ndogo,✔️,✔️,✔️
neb,Toura,✔️,✔️,✔️
nen,Nengone,,,✔️
neq,"Mixe, North Central",,,✔️
ner,Yahadian,,,✔️
nes,"Kinnauri, Bhoti",,,✔️
nev,Nyaheun,,,✔️
new,Newar,✔️,✔️,✔️
ney,Neyo,,,✔️
nez,Nez Perce,,,✔️
nfa,Dhao,✔️,✔️,✔️
nfd,Ahwai,,,✔️
nfl,Äiwoo,,,✔️
nfr,Nafaanra,✔️,✔️,✔️
nfu,Mfumte,,,✔️
nga,Ngbaka,✔️,✔️,✔️
ngb,"Ngbandi, Northern",,,✔️
ngc,Ngombe,,,✔️
nge,Ngemba,,,✔️
ngi,Ngizim,,,✔️
ngj,Ngie,,,✔️
ngl,Lomwe,✔️,✔️,✔️
ngn,Ngwo,,,✔️
ngp,Ngulu,✔️,✔️,✔️
ngs,Gvoko,,,✔️
ngt,Kriang,,,✔️
ngu,"Nahuatl, Guerrero",✔️,✔️,✔️
ngw,Ngwaba,,,✔️
ngz,Ngungwel,,,✔️
nhb,Beng,,,✔️
nhe,"Nahuatl, Eastern Huasteca",✔️,✔️,✔️
nhg,"Nahuatl, Tetelcingo",,,✔️
nhi,"Nahuatl, Zacatlán-Ahuacatlán-Tepetzintla",✔️,✔️,✔️
nhn,"Nahuatl, Central",,,✔️
nhp,"Nahuatl, Isthmus-Pajapan",,,✔️
nhr,Naro,,,✔️
nhu,Noone,✔️,✔️,✔️
nhv,"Nahuatl, Temascaltepec",,,✔️
nhw,"Nahuatl, Western Huasteca",✔️,✔️,✔️
nhx,"Nahuatl, Isthmus-Mecayapan",✔️,✔️,✔️
nhy,"Nahuatl, Northern Oaxaca",✔️,✔️,✔️
nhz,"Nahuatl, Santa María la Alta",,,✔️
nia,Nias,✔️,✔️,✔️
nid,Ngandi,,,✔️
nih,"Nyiha, Tanzania",,,✔️
nii,Nii,,,✔️
nij,Ngaju,✔️,✔️,✔️
nil,Nila,,,✔️
nim,Nilamba,✔️,✔️,✔️
nin,Ninzo,✔️,✔️,✔️
niq,Nandi,,,✔️
nir,Nimboran,,,✔️
nit,"Kolami, Southeastern",,,✔️
niu,Niue,,,✔️
niw,Nimo,,,✔️
nix,Hema,,,✔️
niy,Ngiti,,,✔️
nja,Nzanyi,,,✔️
njb,"Naga, Nocte",,,✔️
njh,"Naga, Lotha",,,✔️
njj,Njen,,,✔️
njm,"Naga, Angami",,,✔️
njo,"Naga, Ao",,,✔️
njs,Nisa,,,✔️
njz,Nyishi,,,✔️
nka,Nkoya,,,✔️
nkb,"Naga, Khoibu",,,✔️
nke,Duke,,,✔️
nkh,"Naga, Khezha",,,✔️
nko,Nkonya,✔️,✔️,✔️
nku,"Kulango, Bouna",,,✔️
nkw,Nkutu,,,✔️
nkx,Nkoroo,,,✔️
nlc,Nalca,✔️,✔️,✔️
nld,Dutch,✔️,✔️,✔️
nlg,Gela,✔️,✔️,✔️
nlj,Nyali,,,✔️
nlk,"Yali, Ninia",✔️,✔️,✔️
nlo,Ngul,,,✔️
nlu,Nchumbulu,,,✔️
nlv,"Nahuatl, Orizaba",,,✔️
nlx,Nahali,,,✔️
nma,"Naga, Maram",,,✔️
nmb,V’ënen Taut,,,✔️
nmc,Ngam,,,✔️
nmf,"Naga, Tangkhul",,,✔️
nmh,"Naga, Monsang",,,✔️
nmi,Nyam,,,✔️
nmk,Namakura,,,✔️
nmm,Nyeshangte,,,✔️
nmn,!Xóõ,,,✔️
nmo,"Naga, Moyon",,,✔️
nms,Letemboi,,,✔️
nmz,Nawdm,✔️,✔️,✔️
nna,Nyangumarta,,,✔️
nnb,Nande,✔️,✔️,✔️
nnc,Nancere,,,✔️
nnd,"Ambae, West",,,✔️
nng,"Naga, Maring",,,✔️
nnh,Ngiemboon,,,✔️
nni,"Nuaulu, North",,,✔️
nnj,Nyangatom,,,✔️
nnm,Namia,,,✔️
nno,Norwegian Nynorsk,✔️,,✔️
nnp,"Naga, Wancho",,,✔️
nnq,Ngindo,✔️,✔️,✔️
nnu,Dwang,,,✔️
nnw,"Nuni, Southern",✔️,✔️,✔️
nnz,Nda’nda’,,,✔️
noa,Woun Meu,✔️,✔️,✔️
nob,Norwegian Bokmål,✔️,,✔️
nod,"Thai, Northern",✔️,✔️,✔️
noe,Nimadi,,,✔️
nof,Nomane,,,✔️
nog,Nogai,✔️,✔️,✔️
noi,Noiri,,,✔️
nos,"Nisu, Eastern",,,✔️
not,Nomatsigenga,✔️,✔️,✔️
nou,Ewage-Notu,,,✔️
noz,Nayi,,,✔️
npb,Nupbikha,,,✔️
nph,"Naga, Phom",,,✔️
npi,Nepali,✔️,,✔️
npl,"Nahuatl, Southeastern Puebla",✔️,✔️,✔️
npy,Napu,✔️,✔️,✔️
nqg,"Nago, Southern",,,✔️
nqt,Nteng,,,✔️
nqy,"Naga, Akyaung Ari",,,✔️
nre,"Naga, Southern Rengma",,,✔️
nrf,Guernésiais,,,✔️
nrg,Narango,,,✔️
nri,"Naga, Chokri",,,✔️
nsa,"Naga, Sangtam",,,✔️
nse,Nsenga,,,✔️
nsk,Naskapi,,,✔️
nsm,"Naga, Sumi",,,✔️
nso,"Sotho, Northern",✔️,,✔️
nst,"Naga, Tangshang",✔️,✔️,✔️
nsu,"Nahuatl, Sierra Negra",✔️,✔️,✔️
nti,Natioro,,,✔️
ntj,Ngaanyatjarra,,,✔️
ntk,Ikoma-Nata-Isenye,,,✔️
ntm,Nateni,✔️,✔️,✔️
nto,Ntomba,,,✔️
ntp,"Tepehuan, Northern",,,✔️
ntr,Delo,✔️,✔️,✔️
ntu,Natügu,,,✔️
nud,Gala,,,✔️
nuf,Nusu,,,✔️
nuj,Nyole,✔️,✔️,✔️
nuk,Nuu-chah-nulth,,,✔️
nun,Anong,,,✔️
nuo,Nguôn,,,✔️
nup,Nupe-Nupe-Tako,,,✔️
nuq,Nukumanu,,,✔️
nus,Nuer,✔️,✔️,✔️
nut,Nung,,,✔️
nux,Mehek,,,✔️
nuy,Nunggubuyu,,,✔️
nuz,"Nahuatl, Tlamacazapa",✔️,✔️,✔️
nwb,Nyabwa,✔️,✔️,✔️
nwi,"Tanna, Southwest",,,✔️
nwm,Nyamusa-Molo,,,✔️
nxa,Nauete,,,✔️
nxd,Ngando,,,✔️
nxg,Ngad’a,,,✔️
nxk,"Naga, Kokak",,,✔️
nxq,Naxi,✔️,✔️,✔️
nxr,Ninggerum,,,✔️
nya,Chichewa,✔️,✔️,✔️
nyb,Nyangbo,,,✔️
nyd,Olunyole,,,✔️
nyf,Kigiryama,✔️,✔️,✔️
nyg,Nyindu,,,✔️
nyh,Nyikina,,,✔️
nyi,Ama,,,✔️
nyj,Nyanga,,,✔️
nyk,Nyaneka,,,✔️
nym,Nyamwezi,,,✔️
nyn,Nyankore,✔️,✔️,✔️
nyo,Nyoro,✔️,✔️,✔️
nyq,Nayini,,,✔️
nys,Nyungar,,,✔️
nyu,Nyungwe,,,✔️
nyw,Nyaw,,,✔️
nyy,Nyakyusa-Ngonde,✔️,✔️,✔️
nza,"Mbembe, Tigon",,,✔️
nzb,Njebi,,,✔️
nzi,Nzema,✔️,✔️,✔️
nzk,Nzakara,,,✔️
nzm,"Naga, Zeme",,,✔️
nzy,Nzakambay,,,✔️
obo,"Manobo, Obo",✔️,✔️,✔️
oci,Occitan,✔️,,✔️
ocu,"Matlatzinca, Atzingo",,,✔️
odk,Oadki,,,✔️
odu,Odual,,,✔️
ofu,Efutop,,,✔️
ogb,Ogbia,,,✔️
ogc,Ogbah,,,✔️
ogg,Ogbogolo,,,✔️
ogo,Khana,,,✔️
oia,Oirata,,,✔️
ojb,"Ojibwa, Northwestern","✔️ (script: latin, script: syllabics)","✔️ (script: latin, script: syllabics)",✔️
oka,Okanagan,,,✔️
oke,Okpe,,,✔️
okh,Koresh-e Rostam,,,✔️
oki,Okiek,,,✔️
okr,Kirike,,,✔️
oks,Oko-Eni-Osayen,,,✔️
oku,Oku,✔️,✔️,✔️
okv,Orokaiva,,,✔️
okx,Okpe,,,✔️
ola,Walungge,,,✔️
old,Mochi,✔️,✔️,✔️
olu,Kuvale,,,✔️
oma,Omaha-Ponca,,,✔️
omi,Omi,,,✔️
omw,"Tairora, South",✔️,✔️,✔️
onb,Lingao,✔️,✔️,✔️
one,Oneida,,,✔️
ong,Olo,,,✔️
oni,Onin,,,✔️
onj,Onjob,,,✔️
onn,Onobasulu,,,✔️
ono,Onondaga,,,✔️
onp,Sartang,,,✔️
onr,"One, Northern",,,✔️
ont,Ontenu,,,✔️
ood,Tohono O’odham,✔️,✔️,✔️
opa,Okpamheri,,,✔️
ore,Maijuna,,,✔️
org,Oring,,,✔️
orh,Oroqen,,,✔️
orm,Oromo,✔️,✔️,✔️
oro,Orokolo,,,✔️
ors,Orang Seletar,,,✔️
ort,"Oriya, Adivasi",,,✔️
orx,Oro,,,✔️
ory,Odia,✔️,✔️,✔️
orz,Ormu,,,✔️
osi,Osing,,,✔️
oso,Ososo,,,✔️
oss,Ossetic,✔️,✔️,✔️
ost,Osatu,,,✔️
otd,Ot Danum,,,✔️
ote,"Otomi, Mezquital",✔️,✔️,✔️
otm,"Otomi, Eastern Highland",,,✔️
otn,"Otomi, Tenango",,,✔️
otq,"Otomi, Querétaro",✔️,✔️,✔️
otr,Otoro,,,✔️
ots,"Otomí, Estado de México",,,✔️
ott,"Otomi, Temoaya",,,✔️
otx,"Otomi, Texcatepec",,,✔️
oub,Glio-Oubi,,,✔️
owi,Owiniga,,,✔️
oyb,Oy,,,✔️
oyd,Oyda,,,✔️
oym,Wayampi,,,✔️
ozm,Koonzime,✔️,✔️,✔️
pab,Parecís,✔️,✔️,✔️
pac,Pacoh,,,✔️
pad,Paumarí,✔️,✔️,✔️
pae,Pagibete,,,✔️
pag,Pangasinan,✔️,✔️,✔️
pah,Tenharim,,,✔️
pai,Pye,,,✔️
pak,Parakanã,,,✔️
pam,Kapampangan,✔️,✔️,✔️
pan,"Punjabi, Eastern",✔️,✔️,✔️
pao,"Paiute, Northern",✔️,✔️,✔️
pap,Papiamentu,✔️,✔️,✔️
pau,Palauan,✔️,✔️,✔️
pav,Pakaásnovos,,,✔️
pay,Pech,,,✔️
pbb,Nasa,✔️,✔️,✔️
pbc,Patamona,✔️,✔️,✔️
pbg,Paraujano,,,✔️
pbi,Parkwa,✔️,✔️,✔️
pbl,Mak,,,✔️
pbm,"Mazatec, Puebla and Northeastern",,,✔️
pbn,Kpasham,,,✔️
pbo,Papel,,,✔️
pbp,Badyara,,,✔️
pbs,"Pame, Central",,,✔️
pbv,Pnar,,,✔️
pca,"Popoloca, Santa Inés Ahuatempan",,,✔️
pcb,Pear,,,✔️
pcc,Bouyei,,,✔️
pce,"Palaung, Ruching",✔️,✔️,✔️
pcf,Paliyan,,,✔️
pcg,Paniya,,,✔️
pch,Pardhan,,,✔️
pci,Duruwa,,,✔️
pcj,Parenga,,,✔️
pck,"Chin, Paite",,,✔️
pcl,Pardhi,,,✔️
pcm,"Pidgin, Nigerian",✔️,✔️,✔️
pcn,Abishi,,,✔️
pdc,"German, Pennsylvania",,,✔️
pdn,Fedan,,,✔️
pdo,Padoe,,,✔️
pdt,Plautdietsch,,,✔️
pdu,Kayan,,,✔️
peb,"Pomo, Eastern",,,✔️
peg,Pengo,✔️,✔️,✔️
pei,Chichimeco-Jonaz,,,✔️
pek,Penchal,,,✔️
pem,Phende,,,✔️
pex,Petats,,,✔️
pez,"Penan, Eastern",✔️,✔️,✔️
pfe,Pere,,,✔️
pgg,Pangwali,,,✔️
pha,Pa-Hng,,,✔️
phk,Phake,,,✔️
phl,Palula,,,✔️
phq,Phana’,,,✔️
phr,Pahari-Potwari,,,✔️
pht,Phu Thai,,,✔️
pia,Pima Bajo,,,✔️
pib,Yine,✔️,✔️,✔️
pic,Pinji,,,✔️
pid,Piaroa,,,✔️
pih,Pitcairn-Norfolk,,,✔️
pil,Yom,✔️,✔️,✔️
pio,Piapoco,,,✔️
pip,Pero,,,✔️
pir,Piratapuyo,✔️,✔️,✔️
pis,Pijin,✔️,✔️,✔️
piu,Pintupi-Luritja,,,✔️
piy,Piya-Kwonci,,,✔️
pjt,Pitjantjatjara,✔️,✔️,✔️
pkb,Kipfokomo,✔️,✔️,✔️
pkg,Pak-Tong,,,✔️
pkh,Pangkhua,,,✔️
pko,Pökoot,,,✔️
pkr,"Kurumba, Attapady",,,✔️
pkt,Maleng,,,✔️
pku,Paku,,,✔️
plc,"Palawano, Central",,,✔️
plg,Pilagá,,,✔️
plj,Polci,,,✔️
plk,"Shina, Kohistani",,,✔️
pll,"Palaung, Shwe",,,✔️
pln,Palenquero,,,✔️
plr,"Sénoufo, Palaka",,,✔️
pls,"Popoloca, San Marcos Tlacoyalco",✔️,✔️,✔️
plu,Palikúr,,,✔️
plv,"Palawano, Southwest",,,✔️
plw,"Palawano, Brooke’s Point",✔️,✔️,✔️
pma,Paama,,,✔️
pmf,Pamona,✔️,✔️,✔️
pmi,"Pumi, Northern",,,✔️
pmj,"Pumi, Southern",,,✔️
pmm,Pol,,,✔️
pmq,"Pame, Northern",,,✔️
pmx,"Naga, Poumai",,,✔️
pmy,"Malay, Papuan",,,✔️
pnb,"Punjabi, Western",,,✔️
pnc,Pannei,,,✔️
pne,"Penan, Western",,,✔️
png,Pangu,,,✔️
pnq,Pana,,,✔️
pnu,"Bunu, Jiongnai",,,✔️
pny,Pinyin,✔️,✔️,✔️
pnz,Pana,,,✔️
poc,Poqomam,,,✔️
poe,"Popoloca, San Juan Atzingo",,,✔️
pof,Poke,,,✔️
poh,Poqomchi’,"✔️ (dialect: eastern, dialect: western)","✔️ (dialect: eastern, dialect: western)",✔️
poi,"Popoluca, Highland",✔️,✔️,✔️
pol,Polish,✔️,✔️,✔️
pon,Pohnpeian,,,✔️
poo,"Pomo, Central",,,✔️
por,Portuguese,✔️,✔️,✔️
pos,"Popoluca, Sayula",,,✔️
pot,Potawatomi,,,✔️
pov,Guinea-Bissau Creole,,,✔️
pow,"Popoloca, San Felipe Otlaltepec",,,✔️
poy,Pogolo,✔️,✔️,✔️
ppi,Paipai,,,✔️
ppk,Uma,✔️,✔️,✔️
ppl,Nahuat,,,✔️
ppm,Papuma,,,✔️
ppo,Folopa,,,✔️
ppq,Pefiyahe,,,✔️
pps,"Popoloca, San Luís Temalacayuca",✔️,✔️,✔️
ppt,Pa,,,✔️
pqa,Pa’a,,,✔️
pqm,Malecite-Passamaquoddy,,,✔️
prc,Parachi,,,✔️
prf,Paranan,✔️,✔️,✔️
pri,Paicî,,,✔️
prk,"Wa, Parauk",✔️,✔️,✔️
prm,Kibiri,,,✔️
prp,Parsi,,,✔️
prt,Prai,✔️,✔️,✔️
pru,Puragi,,,✔️
prx,Purig,,,✔️
psa,"Awyu, Asue",,,✔️
pse,"Malay, Central",✔️,✔️,✔️
psh,"Pashai, Southwest",,,✔️
psi,"Pashai, Southeast",,,✔️
psn,Panasuan,,,✔️
pss,Kaulong,✔️,✔️,✔️
psw,Port Sandwich,,,✔️
pta,Pai Tavytera,,,✔️
ptu,Bambam,✔️,✔️,✔️
pua,"Purepecha, Western Highland",,,✔️
puc,Punan Merap,,,✔️
pud,Punan Aput,,,✔️
pug,Phuie,,,✔️
pui,Puinave,✔️,✔️,✔️
pum,Puma,,,✔️
puo,Puoc,,,✔️
pus,Pushto,✔️,,✔️
puu,Punu,,,✔️
pwa,Pawaia,,,✔️
pwb,Panawa,,,✔️
pwg,Gapapaiwa,✔️,✔️,✔️
pwm,Molbog,,,✔️
pwn,Paiwan,,,✔️
pwo,"Karen, Pwo Western",,,✔️
pwr,Powari,,,✔️
pww,"Karen, Pwo Northern",✔️,✔️,✔️
pxm,"Mixe, Quetzaltepec",✔️,✔️,✔️
pym,Pyam,,,✔️
pyu,Puyuma,,,✔️
qub,"Quechua, Huallaga",✔️,✔️,✔️
quc,K’iche’,"✔️ (dialect: central, dialect: east, dialect: north)","✔️ (dialect: central, dialect: east, dialect: north)",✔️
qud,"Quichua, Calderón Highland",,,✔️
quf,"Quechua, Lambayeque",✔️,✔️,✔️
qug,"Quichua, Chimborazo Highland",,,✔️
quh,"Quechua, South Bolivian",✔️,✔️,✔️
qui,Quileute,,,✔️
qul,"Quechua, North Bolivian",✔️,✔️,✔️
qun,Quinault,,,✔️
qus,"Quichua, Santiago del Estero",,,✔️
quv,Sakapulteko,,,✔️
quw,"Quichua, Tena Lowland",✔️,✔️,✔️
qux,"Quechua, Yauyos",,,✔️
quy,"Quechua, Ayacucho",✔️,✔️,✔️
quz,"Quechua, Cusco",✔️,✔️,✔️
qva,"Quechua, Ambo-Pasco",,,✔️
qvc,"Quechua, Cajamarca",✔️,✔️,✔️
qve,"Quechua, Eastern Apurímac",✔️,✔️,✔️
qvh,"Quechua, Huamalíes-Dos de Mayo Huánuco",✔️,✔️,✔️
qvi,"Quichua, Imbabura Highland",,,✔️
qvj,"Quichua, Loja Highland",,,✔️
qvm,"Quechua, Margos-Yarowilca-Lauricocha",✔️,✔️,✔️
qvn,"Quechua, North Junín",✔️,✔️,✔️
qvo,"Quichua, Napo",✔️,✔️,✔️
qvs,"Quechua, San Martín",✔️,✔️,✔️
qvw,"Quechua, Huaylla Wanca",✔️,✔️,✔️
qvz,"Quichua, Northern Pastaza",✔️,✔️,✔️
qwa,"Quechua, Corongo Ancash",,,✔️
qwh,"Quechua, Huaylas Ancash",✔️,✔️,✔️
qws,"Quechua, Sihuas Ancash",,,✔️
qxa,"Quechua, Chiquián",,,✔️
qxh,"Quechua, Panao",✔️,✔️,✔️
qxl,"Quichua, Salasaca Highland",✔️,✔️,✔️
qxn,"Quechua, Northern Conchucos Ancash",✔️,✔️,✔️
qxo,"Quechua, Southern Conchucos",✔️,✔️,✔️
qxp,"Quechua, Puno",,,✔️
qxr,"Quichua, Cañar Highland",✔️,✔️,✔️
qxs,"Qiang, Southern",,,✔️
qxu,"Quechua, Arequipa-La Unión",,,✔️
raa,Dungmali,,,✔️
rab,Chamling,,,✔️
rad,Rade,,,✔️
raf,"Mewahang, Western",,,✔️
rag,Lulogooli,,,✔️
rah,Rabha,✔️,✔️,✔️
rai,Ramoaaina,✔️,✔️,✔️
ral,Ralte,,,✔️
ram,Canela,,,✔️
rao,Rao,,,✔️
rap,Rapa Nui,✔️,✔️,✔️
rar,Cook Islands Maori,,,✔️
rat,Razajerdi,,,✔️
rau,Raute,,,✔️
rav,Sampang,✔️,✔️,✔️
raw,Rawang,✔️,✔️,✔️
rbb,"Palaung, Rumai",,,✔️
rcf,Réunion French Creole,,,✔️
rdb,Rudbari,,,✔️
rei,Reli,,,✔️
rej,Rejang,✔️,✔️,✔️
rel,Rendille,✔️,✔️,✔️
res,Reshe,,,✔️
rey,Reyesano,,,✔️
rgs,"Roglai, Southern",,,✔️
rgu,Rikou,✔️,✔️,✔️
rhg,Rohingya,✔️,✔️,✔️
rhp,Yahang,,,✔️
ria,Riang,,,✔️
rif,Tarifit,"✔️ (script: arabic, script: latin)","✔️ (script: arabic, script: latin)",✔️
ril,Riang Lang,✔️,✔️,✔️
rim,Nyaturu,✔️,✔️,✔️
rin,Nungu,,,✔️
rir,Ribun,,,✔️
rji,Raji,,,✔️
rjs,Rajbanshi,✔️,✔️,✔️
rki,Rakhine,,,✔️
rkm,Marka,,,✔️
rkt,Rangpuri,✔️,✔️,✔️
rmb,Rembarrnga,,,✔️
rmc,"Romani, Carpathian","✔️ (script: cyrillic, script: latin)","✔️ (script: cyrillic, script: latin)",✔️
rml,"Romani, Baltic",,,✔️
rmn,"Romani, Balkan",,,✔️
rmo,"Romani, Sinte",✔️,✔️,✔️
rmt,Domari,,,✔️
rmy,"Romani, Vlax","✔️ (script: cyrillic, script: latin)","✔️ (script: cyrillic, script: latin)",✔️
rnd,Ruund,,,✔️
rng,Ronga,✔️,✔️,✔️
rnl,Ranglong,✔️,✔️,✔️
rog,"Roglai, Northern",,,✔️
roh,Romansh,"✔️ (dialect: sursilv, dialect: vallader)",,✔️
rol,Romblomanon,✔️,✔️,✔️
ron,Romanian,✔️,✔️,✔️
roo,Rotokas,,,✔️
rop,Kriol,✔️,✔️,✔️
row,Dela-Oenale,,,✔️
rro,Waima,✔️,✔️,✔️
rtm,Rotuman,,,✔️
rub,Gungu,✔️,✔️,✔️
rue,Rusyn,,,✔️
ruf,Luguru,✔️,✔️,✔️
rug,Roviana,✔️,✔️,✔️
rui,Rufiji,,,✔️
ruk,Kuce,,,✔️
run,Rundi,✔️,✔️,✔️
rus,Russian,✔️,✔️,✔️
ruy,Mala,,,✔️
ruz,Ruma,,,✔️
rwa,Rawo,,,✔️
rwk,Rwa,,,✔️
